지점,지점명,일시,기온(°C),풍향(deg),강수량(mm),습도(%)
634,아산,2025-10-04 16:00,23.9,2.5,0,78
634,아산,2025-10-04 17:00,24.2,34.9,0,77
634,아산,2025-10-04 18:00,23.5,30.5,0,81
634,아산,2025-10-04 19:00,23.1,65.2,0,82
634,아산,2025-10-04 20:00,22.7,64.5,0,84
634,아산,2025-10-04 21:00,22,90,0,87
634,아산,2025-10-04 22:00,21.8,80.1,0,88
634,아산,2025-10-04 23:00,20.3,251.7,0,94
634,아산,2025-10-05 0:00,20.8,0,0,94
634,아산,2025-10-05 1:00,21.2,78.8,0,92
634,아산,2025-10-05 2:00,20.7,154.6,0,94
634,아산,2025-10-05 3:00,20.4,124.2,0,95
634,아산,2025-10-05 4:00,19.9,187.8,0,96
634,아산,2025-10-05 5:00,20.1,0,0,97
634,아산,2025-10-05 6:00,20.3,0,0,97
634,아산,2025-10-05 7:00,20.3,150.2,0,97
634,아산,2025-10-05 8:00,20.7,151.8,0,96
634,아산,2025-10-05 9:00,21.2,181.9,0,95
634,아산,2025-10-05 10:00,21.8,195.7,0,94
634,아산,2025-10-05 11:00,21.8,0,0,96
634,아산,2025-10-05 12:00,22.1,0,0,95
634,아산,2025-10-05 13:00,22.9,246.3,0,90
634,아산,2025-10-05 14:00,23.6,301.4,0,84
634,아산,2025-10-05 15:00,23.7,310.5,0,83
634,아산,2025-10-05 16:00,23.1,240.9,0,86
634,아산,2025-10-05 17:00,22.9,0,0,88
634,아산,2025-10-05 18:00,22.5,0,0,91
634,아산,2025-10-05 19:00,21.9,294.3,0,94
634,아산,2025-10-05 20:00,21.2,0,0.5,93
634,아산,2025-10-05 21:00,20.3,171.1,0,94
634,아산,2025-10-05 22:00,20.2,143,0,95
634,아산,2025-10-05 23:00,20.2,158.9,0,96
634,아산,2025-10-06 0:00,20.4,142.8,0,93
634,아산,2025-10-06 1:00,20,0,0,96
634,아산,2025-10-06 2:00,20.2,95.1,0,96
634,아산,2025-10-06 3:00,19.9,125.1,0,95
634,아산,2025-10-06 4:00,20,78,0,95
634,아산,2025-10-06 5:00,19.9,137.9,0,96
634,아산,2025-10-06 6:00,20.2,115.6,0,95
634,아산,2025-10-06 7:00,20.5,110.7,0,92
634,아산,2025-10-06 8:00,20.9,0,0,92
634,아산,2025-10-06 9:00,21.6,136,0,87
634,아산,2025-10-06 10:00,21.9,105.1,0,86
634,아산,2025-10-06 11:00,22.1,117.3,0,84
634,아산,2025-10-06 12:00,22.4,116.7,0,82
634,아산,2025-10-06 13:00,21.7,120.6,0,82
634,아산,2025-10-06 14:00,20.7,117.3,0,83
634,아산,2025-10-06 15:00,19.8,105.1,,90
634,아산,2025-10-06 16:00,19.4,103.4,,92
634,아산,2025-10-06 17:00,18.8,85.4,,95
634,아산,2025-10-06 18:00,17.8,85.1,,96
634,아산,2025-10-06 19:00,17.5,74.5,,96
634,아산,2025-10-06 20:00,17,83.8,,96
634,아산,2025-10-06 21:00,16.9,92.5,,95
634,아산,2025-10-06 22:00,17.6,103.9,,93
634,아산,2025-10-06 23:00,18,104.9,,93
634,아산,2025-10-07 0:00,17.8,48.9,,95
634,아산,2025-10-07 1:00,17.6,65.1,,97
634,아산,2025-10-07 2:00,17.3,69.3,,96
634,아산,2025-10-07 3:00,17.1,69.5,,97
634,아산,2025-10-07 4:00,17.2,67,,97
634,아산,2025-10-07 5:00,17.6,79.5,,96
634,아산,2025-10-07 6:00,17.8,99.5,,95
634,아산,2025-10-07 7:00,18,61.8,,96
634,아산,2025-10-07 8:00,19.2,118.3,,92
634,아산,2025-10-07 9:00,19.7,118.4,,91
634,아산,2025-10-07 10:00,20.2,115.3,,89
634,아산,2025-10-07 11:00,20.7,109.4,,87
634,아산,2025-10-07 12:00,21.8,119.1,,83
634,아산,2025-10-07 13:00,22.8,123.1,,82
634,아산,2025-10-07 14:00,22,116.5,,83
634,아산,2025-10-07 15:00,21.8,116.6,,85
634,아산,2025-10-07 16:00,22.3,144.8,,83
634,아산,2025-10-07 17:00,22.1,109.6,,85
634,아산,2025-10-07 18:00,21.1,65.1,,91
634,아산,2025-10-07 19:00,20.4,38.2,,95
634,아산,2025-10-07 20:00,20.1,41.2,,96
634,아산,2025-10-07 21:00,20.1,36.6,,96
634,아산,2025-10-07 22:00,20,38.5,,96
634,아산,2025-10-07 23:00,19.8,37.4,,97
634,아산,2025-10-08 0:00,19.6,39.9,,97
634,아산,2025-10-08 1:00,19.3,36.6,0,97
634,아산,2025-10-08 2:00,19.3,46.3,0,97
634,아산,2025-10-08 3:00,19.2,51.9,0,97
634,아산,2025-10-08 4:00,19.2,56.1,0,96
634,아산,2025-10-08 5:00,18.9,40.6,0,97
634,아산,2025-10-08 6:00,18.9,44.4,0,97
634,아산,2025-10-08 7:00,18.9,44.2,0,96
634,아산,2025-10-08 8:00,19.3,41.1,0,96
634,아산,2025-10-08 9:00,19.9,49.3,0,93
634,아산,2025-10-08 10:00,21.1,57,0,88
634,아산,2025-10-08 11:00,22.2,60.2,0,81
634,아산,2025-10-08 12:00,23.3,52.5,0,76
634,아산,2025-10-08 13:00,24.2,50.2,0,70
634,아산,2025-10-08 14:00,24.7,41.7,0,68
634,아산,2025-10-08 15:00,25.6,63.8,0,66
634,아산,2025-10-08 16:00,25.7,34.2,0,65
634,아산,2025-10-08 17:00,24.8,15.4,0,72
634,아산,2025-10-08 18:00,22.9,308.7,0,79
634,아산,2025-10-08 19:00,22,316.4,0,81
634,아산,2025-10-08 20:00,20.7,283.9,0,85
634,아산,2025-10-08 21:00,19.4,197.3,0,92
634,아산,2025-10-08 22:00,19.6,146.5,0,92
634,아산,2025-10-08 23:00,18.6,218.4,0,95
634,아산,2025-10-09 0:00,19.4,148.7,0,92
634,아산,2025-10-09 1:00,19,183.5,0,95
634,아산,2025-10-09 2:00,18.2,248.1,0,96
634,아산,2025-10-09 3:00,19,0,0,96
634,아산,2025-10-09 4:00,20.2,116.9,0,84
634,아산,2025-10-09 5:00,20.9,102.2,0,80
634,아산,2025-10-09 6:00,20.6,61.2,0,83
634,아산,2025-10-09 7:00,20,0,0,88
634,아산,2025-10-09 8:00,20.8,79.3,0,85
634,아산,2025-10-09 9:00,21.9,134.8,0,77
634,아산,2025-10-09 10:00,24.1,130,0,64
634,아산,2025-10-09 11:00,25.3,119.3,0,61
634,아산,2025-10-09 12:00,25.3,117.2,0,60
634,아산,2025-10-09 13:00,25.4,113.8,0,57
634,아산,2025-10-09 14:00,25.5,111.8,0,55
634,아산,2025-10-09 15:00,25,114.8,0,59
634,아산,2025-10-09 16:00,23.9,111.9,0,62
634,아산,2025-10-09 17:00,23.1,122.1,0,64
634,아산,2025-10-09 18:00,22.3,142.6,0,66
634,아산,2025-10-09 19:00,21.9,133.2,0,66
634,아산,2025-10-09 20:00,21.2,141.4,0,66
634,아산,2025-10-09 21:00,20.8,144.7,0,68
634,아산,2025-10-09 22:00,20.5,145.7,0,69
634,아산,2025-10-09 23:00,20.2,150.7,0,70
634,아산,2025-10-10 0:00,19.9,151.5,0,70
634,아산,2025-10-10 1:00,20,132,0,67
634,아산,2025-10-10 2:00,19.7,130,0,68
634,아산,2025-10-10 3:00,19.7,131,0,68
634,아산,2025-10-10 4:00,19.8,126.9,0,69
634,아산,2025-10-10 5:00,19.6,132.4,0,70
634,아산,2025-10-10 6:00,19.4,146.5,0,71
634,아산,2025-10-10 7:00,19.3,150.1,0,74
634,아산,2025-10-10 8:00,19.5,142.7,0,73
634,아산,2025-10-10 9:00,19.5,140,0,74
634,아산,2025-10-10 10:00,20.3,118.2,0,71
634,아산,2025-10-10 11:00,20.7,135.4,0,70
634,아산,2025-10-10 12:00,21.3,141.8,0,70
634,아산,2025-10-10 13:00,21.6,141.9,0,73
634,아산,2025-10-10 14:00,21.6,40.3,0,76
634,아산,2025-10-10 15:00,21,34.3,0,81
634,아산,2025-10-10 16:00,20.2,45.5,0,86
634,아산,2025-10-10 17:00,19.8,98.8,0,91
634,아산,2025-10-10 18:00,19.5,65.2,0.5,93
634,아산,2025-10-10 19:00,19.1,67.4,0.5,95
634,아산,2025-10-10 20:00,19.1,56.7,0,95
634,아산,2025-10-10 21:00,19.3,98.1,0,95
634,아산,2025-10-10 22:00,19.5,133.4,0,92
634,아산,2025-10-10 23:00,19.7,133.5,0.5,90
634,아산,2025-10-11 0:00,19.6,149.6,0,90
634,아산,2025-10-11 1:00,19.6,146.2,0,90
634,아산,2025-10-11 2:00,19.6,146.2,0,90
634,아산,2025-10-11 3:00,19.4,173,0,92
634,아산,2025-10-11 4:00,19.4,155.8,0,91
634,아산,2025-10-11 5:00,19.8,151.2,0,89
634,아산,2025-10-11 6:00,20,145.4,0,88
634,아산,2025-10-11 7:00,19.9,158.1,0,89
634,아산,2025-10-11 8:00,20.5,162.5,0,87
634,아산,2025-10-11 9:00,21.4,172.7,0,85
634,아산,2025-10-11 10:00,24.8,220.3,0,76
634,아산,2025-10-11 11:00,27.1,233.8,0,65
634,아산,2025-10-11 12:00,27.9,229.1,0,60
634,아산,2025-10-11 13:00,28.4,225.3,0,56
634,아산,2025-10-11 14:00,28.4,231.4,0,60
634,아산,2025-10-11 15:00,27.4,225.2,0,63
634,아산,2025-10-11 16:00,27.3,232.9,0,65
634,아산,2025-10-11 17:00,24.4,238.6,0,79
634,아산,2025-10-11 18:00,23.5,235,0,83
634,아산,2025-10-11 19:00,23,237.3,0,85
634,아산,2025-10-11 20:00,22.7,221,0,87
634,아산,2025-10-11 21:00,22.4,218.1,0,89
634,아산,2025-10-11 22:00,22.5,220.1,0,91
634,아산,2025-10-11 23:00,21.8,280.6,0,97
634,아산,2025-10-12 0:00,21.1,294,,97
634,아산,2025-10-12 1:00,20.8,254.2,,97
634,아산,2025-10-12 2:00,20.3,267.1,,96
634,아산,2025-10-12 3:00,20,288,,95
634,아산,2025-10-12 4:00,19.7,295.8,,94
634,아산,2025-10-12 5:00,19.5,353.5,,93
634,아산,2025-10-12 6:00,19.3,325.1,,92
634,아산,2025-10-12 7:00,19.1,318.8,,94
634,아산,2025-10-12 8:00,19.1,273.1,,94
634,아산,2025-10-12 9:00,19.8,318,,88
634,아산,2025-10-12 10:00,19.8,320.9,,87
634,아산,2025-10-12 11:00,20,0,,89
634,아산,2025-10-12 12:00,20,312,,87
634,아산,2025-10-12 13:00,21.1,0,,82
634,아산,2025-10-12 14:00,20.6,8.6,,83
634,아산,2025-10-12 15:00,21.4,49.5,,79
634,아산,2025-10-12 16:00,21.3,7.3,,79
634,아산,2025-10-12 17:00,21.5,61.6,,82
634,아산,2025-10-12 18:00,20,82.2,,85
634,아산,2025-10-12 19:00,19.2,63.6,,87
634,아산,2025-10-12 20:00,19.2,83.1,,85
634,아산,2025-10-12 21:00,19.1,52.2,,87
634,아산,2025-10-12 22:00,19.2,116.5,,84
634,아산,2025-10-12 23:00,18.9,142.1,,86
634,아산,2025-10-13 0:00,19.1,113.5,,85
634,아산,2025-10-13 1:00,19,117.1,,83
634,아산,2025-10-13 2:00,19,105.7,,84
634,아산,2025-10-13 3:00,18.9,126.5,,84
634,아산,2025-10-13 4:00,18.9,117.5,,87
634,아산,2025-10-13 5:00,17.9,322.6,,96
634,아산,2025-10-13 6:00,17.8,68.7,,96
634,아산,2025-10-13 7:00,17.9,123.4,,96
634,아산,2025-10-13 8:00,17.3,61.2,,97
634,아산,2025-10-13 9:00,17.6,127,,97
634,아산,2025-10-13 10:00,17.6,74.4,,98
634,아산,2025-10-13 11:00,18.1,137.2,,97
634,아산,2025-10-13 12:00,18.4,113.4,,96
634,아산,2025-10-13 13:00,18.6,120.7,,94
634,아산,2025-10-13 14:00,18.5,116.5,,94
634,아산,2025-10-13 15:00,18.6,110.1,,96
634,아산,2025-10-13 16:00,18.3,53,,96
634,아산,2025-10-13 17:00,17.9,58.5,,98
634,아산,2025-10-13 18:00,17,60,,96
634,아산,2025-10-13 19:00,15.9,56,,95
634,아산,2025-10-13 20:00,15.3,61,,95
634,아산,2025-10-13 21:00,15.2,67,,94
634,아산,2025-10-13 22:00,15.4,74.9,,93
634,아산,2025-10-13 23:00,15.5,72.1,,92
634,아산,2025-10-14 0:00,15.4,59.2,,93
634,아산,2025-10-14 1:00,15.3,68.2,0,93
634,아산,2025-10-14 2:00,15.4,75.4,0,94
634,아산,2025-10-14 3:00,15.1,58.1,0,94
634,아산,2025-10-14 4:00,15.2,67.1,0,93
634,아산,2025-10-14 5:00,15.2,67.5,0,92
634,아산,2025-10-14 6:00,15.2,67.2,0,93
634,아산,2025-10-14 7:00,15,68.2,0.5,93
634,아산,2025-10-14 8:00,15.2,54.7,0,94
634,아산,2025-10-14 9:00,15.5,53.3,0,93
634,아산,2025-10-14 10:00,16.2,56.8,0,90
634,아산,2025-10-14 11:00,17.3,68.2,0,87
634,아산,2025-10-14 12:00,18.9,85.5,0,80
634,아산,2025-10-14 13:00,19.9,76.3,0,76
634,아산,2025-10-14 14:00,20.2,58.6,0,73
634,아산,2025-10-14 15:00,20.8,58.2,0,73
634,아산,2025-10-14 16:00,20.6,73.7,0,73
634,아산,2025-10-14 17:00,20.3,64.4,0,75
634,아산,2025-10-14 18:00,19.8,59.2,0,77
634,아산,2025-10-14 19:00,19.6,54.9,0,79
634,아산,2025-10-14 20:00,19.2,58.1,0,82
634,아산,2025-10-14 21:00,18.9,41.3,0,84
634,아산,2025-10-14 22:00,18.6,62.8,0,83
634,아산,2025-10-14 23:00,18.2,86.3,0,84
634,아산,2025-10-15 0:00,17.2,160.6,0,90
634,아산,2025-10-15 1:00,16.2,352,0,93
634,아산,2025-10-15 2:00,16.3,47.3,0,92
634,아산,2025-10-15 3:00,16.8,74,0,86
634,아산,2025-10-15 4:00,15.3,0,0,92
634,아산,2025-10-15 5:00,15.9,51.5,0,92
634,아산,2025-10-15 6:00,16.9,110.1,0,85
634,아산,2025-10-15 7:00,16.4,33.5,0,89
634,아산,2025-10-15 8:00,18.6,105.7,0,77
634,아산,2025-10-15 9:00,20.5,105.3,0,67
634,아산,2025-10-15 10:00,22.1,114.8,0,61
634,아산,2025-10-15 11:00,23.1,128.8,0,60
634,아산,2025-10-15 12:00,24.5,127.5,0,56
634,아산,2025-10-15 13:00,25.1,133.3,0,57
634,아산,2025-10-15 14:00,26,131.7,0,51
634,아산,2025-10-15 15:00,24.9,122.3,0,56
634,아산,2025-10-15 16:00,23.2,154.8,0,65
634,아산,2025-10-15 17:00,20,198.7,0.5,91
634,아산,2025-10-15 18:00,19.5,203.8,0.5,94
634,아산,2025-10-15 19:00,19.5,331.8,1.5,97
634,아산,2025-10-15 20:00,19.1,0,3.5,97
634,아산,2025-10-15 21:00,18.7,133,5,95
634,아산,2025-10-15 22:00,18.2,123.7,1,93
634,아산,2025-10-15 23:00,18,129.2,1.5,95
634,아산,2025-10-16 0:00,17.8,115.4,4.5,96
634,아산,2025-10-16 1:00,17.7,99.3,2.5,96
634,아산,2025-10-16 2:00,17.8,27.6,2.5,97
634,아산,2025-10-16 3:00,17.6,52.5,2.5,97
634,아산,2025-10-16 4:00,17.6,50.8,2.5,97
634,아산,2025-10-16 5:00,17.6,59,0.5,96
634,아산,2025-10-16 6:00,17.7,57.8,0,94
634,아산,2025-10-16 7:00,17.6,36.9,0,96
634,아산,2025-10-16 8:00,18.1,43.1,0,94
634,아산,2025-10-16 9:00,19.2,39.9,0,87
634,아산,2025-10-16 10:00,19.7,36.7,0,84
634,아산,2025-10-16 11:00,21,53.6,0,76
634,아산,2025-10-16 12:00,21.6,95.8,0,72
634,아산,2025-10-16 13:00,22.4,299.1,0,71
634,아산,2025-10-16 14:00,22.9,294.7,0,69
634,아산,2025-10-16 15:00,23.7,349.6,0,64
634,아산,2025-10-16 16:00,24.1,274.7,0,64
634,아산,2025-10-16 17:00,23.3,294.4,0,67
634,아산,2025-10-16 18:00,21.9,292.1,0,75
634,아산,2025-10-16 19:00,19.7,0,0,89
634,아산,2025-10-16 20:00,21.1,84.8,0,76
634,아산,2025-10-16 21:00,20.7,74.2,0,73
634,아산,2025-10-16 22:00,19.8,78.8,0,77
634,아산,2025-10-16 23:00,18.9,102.8,0,78
634,아산,2025-10-17 0:00,19.1,93.2,0,76
634,아산,2025-10-17 1:00,18.1,128.3,0,83
634,아산,2025-10-17 2:00,17.3,65.2,0,84
634,아산,2025-10-17 3:00,16.8,52.5,0,86
634,아산,2025-10-17 4:00,16.4,79.2,0,86
634,아산,2025-10-17 5:00,16.1,80.9,0,85
634,아산,2025-10-17 6:00,15.9,89.4,0,87
634,아산,2025-10-17 7:00,15.5,276.4,0,90
634,아산,2025-10-17 8:00,18.1,98.7,0,77
634,아산,2025-10-17 9:00,20.4,128.1,0,68
634,아산,2025-10-17 10:00,21.5,138,0,67
634,아산,2025-10-17 11:00,23.2,137.6,0,61
634,아산,2025-10-17 12:00,24.2,135.6,0,57
634,아산,2025-10-17 13:00,25.1,140.4,0,54
634,아산,2025-10-17 14:00,24,131.1,0,57
634,아산,2025-10-17 15:00,23.8,145.2,0,60
634,아산,2025-10-17 16:00,23.5,137.3,0,62
634,아산,2025-10-17 17:00,22.7,180.1,0,64
634,아산,2025-10-17 18:00,21.8,128.4,0,72
634,아산,2025-10-17 19:00,19.3,169.3,0.5,91
634,아산,2025-10-17 20:00,18.5,164.4,1,95
634,아산,2025-10-17 21:00,18.3,122.7,3,97
634,아산,2025-10-17 22:00,18.1,284.6,8.5,98
634,아산,2025-10-17 23:00,18.1,32.2,7.5,98
634,아산,2025-10-18 0:00,18.3,1.1,3,98
634,아산,2025-10-18 1:00,17.9,70.1,2.5,98
634,아산,2025-10-18 2:00,18,61.3,1,98
634,아산,2025-10-18 3:00,17.6,38.4,2,98
634,아산,2025-10-18 4:00,17.7,61.6,1.5,98
634,아산,2025-10-18 5:00,17.1,255.4,3,96
634,아산,2025-10-18 6:00,16.3,125.4,5,94
634,아산,2025-10-18 7:00,16.3,45,0.5,92
634,아산,2025-10-18 8:00,16.2,295.8,0.5,93
634,아산,2025-10-18 9:00,16.4,256.6,0,88
634,아산,2025-10-18 10:00,16.6,283.7,0,86
634,아산,2025-10-18 11:00,16.7,303.8,0,82
634,아산,2025-10-18 12:00,16.5,316.7,0,82
634,아산,2025-10-18 13:00,16.9,306.5,0,81
634,아산,2025-10-18 14:00,16.9,306.5,0,80
634,아산,2025-10-18 15:00,16.5,307.8,0,79
634,아산,2025-10-18 16:00,16.6,306.5,0,75
634,아산,2025-10-18 17:00,16.4,300.4,0,76
634,아산,2025-10-18 18:00,15.2,266.8,0,85
634,아산,2025-10-18 19:00,15.3,0,0,88
634,아산,2025-10-18 20:00,14.5,0,0,91
634,아산,2025-10-18 21:00,13.8,191.2,0,94
634,아산,2025-10-18 22:00,15.2,40.9,0,86
634,아산,2025-10-18 23:00,14.3,111.1,0,88
634,아산,2025-10-19 0:00,14.6,39.9,0,85
634,아산,2025-10-19 1:00,14.4,39.4,0,87
634,아산,2025-10-19 2:00,13.5,0,0,93
634,아산,2025-10-19 3:00,13.4,103.4,0,94
634,아산,2025-10-19 4:00,13.1,0,0,94
634,아산,2025-10-19 5:00,12.9,197.3,0,96
634,아산,2025-10-19 6:00,13.4,86.5,0,96
634,아산,2025-10-19 7:00,13.1,3,0,96
634,아산,2025-10-19 8:00,14.5,27.1,0,94
634,아산,2025-10-19 9:00,15.3,51.1,0,89
634,아산,2025-10-19 10:00,18.3,178.9,0,79
634,아산,2025-10-19 11:00,19.2,248.8,0,73
634,아산,2025-10-19 12:00,18.8,254.7,0,73
634,아산,2025-10-19 13:00,19.6,36.9,0,68
634,아산,2025-10-19 14:00,18.5,288.5,0,72
634,아산,2025-10-19 15:00,18.7,287,0,69
634,아산,2025-10-19 16:00,17.9,285.2,0,65
634,아산,2025-10-19 17:00,16.3,285.9,0,61
634,아산,2025-10-19 18:00,15.2,296.9,0,66
634,아산,2025-10-19 19:00,14.4,293.2,0,72
634,아산,2025-10-19 20:00,14.8,292.9,0,60
634,아산,2025-10-19 21:00,13.7,99,0,57
634,아산,2025-10-19 22:00,12.9,12.4,0,64
634,아산,2025-10-19 23:00,11.9,293,0,67
634,아산,2025-10-20 0:00,11,259.6,0,61
634,아산,2025-10-20 1:00,10.2,281.2,0,62
634,아산,2025-10-20 2:00,9.7,214.8,0,63
634,아산,2025-10-20 3:00,9,130.9,0,64
634,아산,2025-10-20 4:00,8.6,269,0,64
634,아산,2025-10-20 5:00,8,42.2,0,63
634,아산,2025-10-20 6:00,7.2,44.1,0,67
634,아산,2025-10-20 7:00,6.7,68.3,0,70
634,아산,2025-10-20 8:00,7.6,44.5,0,66
634,아산,2025-10-20 9:00,9.5,45.2,0,64
634,아산,2025-10-20 10:00,9.7,38.6,0,62
634,아산,2025-10-20 11:00,11,358.9,0,64
634,아산,2025-10-20 12:00,11.6,316.6,0,61
634,아산,2025-10-20 13:00,12.7,23,0,61
634,아산,2025-10-20 14:00,14.2,310.7,0,60
634,아산,2025-10-20 15:00,15.2,336.2,0,61
634,아산,2025-10-20 16:00,15.1,294,0,60
634,아산,2025-10-20 17:00,14.9,282.1,0,62
634,아산,2025-10-20 18:00,14.3,279.3,0,63
634,아산,2025-10-20 19:00,14.1,165,0,63
634,아산,2025-10-20 20:00,13.7,100.9,0,61
634,아산,2025-10-20 21:00,12.5,131.5,0,54
634,아산,2025-10-20 22:00,11.4,58.3,0,52
634,아산,2025-10-20 23:00,10.8,54.9,0,53
634,아산,2025-10-21 0:00,10.2,52.6,0,54
634,아산,2025-10-21 1:00,9.6,69.2,0,55
634,아산,2025-10-21 2:00,9.4,64.8,0,56
634,아산,2025-10-21 3:00,9.3,46.7,0,53
634,아산,2025-10-21 4:00,9.1,42.6,0,49
634,아산,2025-10-21 5:00,8.2,38,0,56
634,아산,2025-10-21 6:00,7.9,35.9,0,58
634,아산,2025-10-21 7:00,7.8,66.4,0,59
634,아산,2025-10-21 8:00,8.1,53.4,0,59
634,아산,2025-10-21 9:00,8.9,58.6,0,56
634,아산,2025-10-21 10:00,10.4,358.8,0,53
634,아산,2025-10-21 11:00,11.1,12.1,0,57
634,아산,2025-10-21 12:00,11.9,348.5,0,61
634,아산,2025-10-21 13:00,13.1,321,0,58
634,아산,2025-10-21 14:00,13.3,318,0,59
634,아산,2025-10-21 15:00,13.7,308.6,0,52
634,아산,2025-10-21 16:00,12.9,279.3,0,55
634,아산,2025-10-21 17:00,12.6,284.9,0,57
634,아산,2025-10-21 18:00,11,279,0,66
634,아산,2025-10-21 19:00,9.5,126.6,0,75
634,아산,2025-10-21 20:00,8.9,138.8,0,79
634,아산,2025-10-21 21:00,7.8,165.5,0,83
634,아산,2025-10-21 22:00,7.1,205.4,0,86
634,아산,2025-10-21 23:00,6.3,179.2,0,94
634,아산,2025-10-22 0:00,5.9,185.6,0,93
634,아산,2025-10-22 1:00,6,177.5,0,95
634,아산,2025-10-22 2:00,5.3,0,0,95
634,아산,2025-10-22 3:00,4.8,0,0,95
634,아산,2025-10-22 4:00,4.6,0,0,96
634,아산,2025-10-22 5:00,4.7,0,0,96
634,아산,2025-10-22 6:00,4.6,181.3,0,96
634,아산,2025-10-22 7:00,4.7,0,0,97
634,아산,2025-10-22 8:00,6.7,0,0,97
634,아산,2025-10-22 9:00,9.8,0,0,88
634,아산,2025-10-22 10:00,12.4,44.8,0,74
634,아산,2025-10-22 11:00,14.5,62,0,65
634,아산,2025-10-22 12:00,15.9,48.6,0,63
634,아산,2025-10-22 13:00,17.3,57.8,0,58
634,아산,2025-10-22 14:00,18.6,46.3,0,54
634,아산,2025-10-22 15:00,18.7,46,0,55
634,아산,2025-10-22 16:00,18.9,62.1,0,56
634,아산,2025-10-22 17:00,18,42.6,0,61
634,아산,2025-10-22 18:00,17,55.1,0,66
634,아산,2025-10-22 19:00,16.3,59.9,0,69
634,아산,2025-10-22 20:00,15.9,55.8,0,72
634,아산,2025-10-22 21:00,14.7,0,0,78
634,아산,2025-10-22 22:00,13.4,0,0,84
634,아산,2025-10-22 23:00,12.7,128.4,0,85
634,아산,2025-10-23 0:00,12.5,30.2,0,87
634,아산,2025-10-23 1:00,11.9,46.1,0,89
634,아산,2025-10-23 2:00,12.2,0,0,88
634,아산,2025-10-23 3:00,12.6,53.9,0,86
634,아산,2025-10-23 4:00,12.2,53.8,0,87
634,아산,2025-10-23 5:00,11.9,86.6,0,88
634,아산,2025-10-23 6:00,11.4,57.4,0,89
634,아산,2025-10-23 7:00,12.1,85.6,0,86
634,아산,2025-10-23 8:00,13,61.8,0,82
634,아산,2025-10-23 9:00,15.4,92.3,0,72
634,아산,2025-10-23 10:00,17.5,129.6,0,67
634,아산,2025-10-23 11:00,18.1,137.3,0,64
634,아산,2025-10-23 12:00,19.2,228.2,0,60
634,아산,2025-10-23 13:00,20.1,297.2,0,61
634,아산,2025-10-23 14:00,20.2,319.6,0,60
634,아산,2025-10-23 15:00,20.3,306.9,0,57
634,아산,2025-10-23 16:00,19.7,287.4,0,62
634,아산,2025-10-23 17:00,18.4,297.5,0,66
634,아산,2025-10-23 18:00,16.9,320.1,0,75
634,아산,2025-10-23 19:00,15.6,314.2,0,79
634,아산,2025-10-23 20:00,15.5,331.7,0,81
634,아산,2025-10-23 21:00,14.1,0,0,87
634,아산,2025-10-23 22:00,13.3,129.9,0,89
634,아산,2025-10-23 23:00,13.1,0,0,90
634,아산,2025-10-24 0:00,12.5,0,0,92
634,아산,2025-10-24 1:00,13.7,80,0,80
634,아산,2025-10-24 2:00,13.2,67.7,0,77
634,아산,2025-10-24 3:00,12.4,90.2,0,81
634,아산,2025-10-24 4:00,12.3,66.9,0,80
634,아산,2025-10-24 5:00,11.8,68.1,0,82
634,아산,2025-10-24 6:00,11.3,85.9,0,83
634,아산,2025-10-24 7:00,11.7,83.5,0,79
634,아산,2025-10-24 8:00,13,13,0,75
634,아산,2025-10-24 9:00,14.5,51.1,0,69
634,아산,2025-10-24 10:00,16.4,69.4,0,62
634,아산,2025-10-24 11:00,18.1,126.8,0,58
634,아산,2025-10-24 12:00,19.6,144.1,0,56
634,아산,2025-10-24 13:00,20.2,127.4,0,51
634,아산,2025-10-24 14:00,20.4,123.7,0,47
634,아산,2025-10-24 15:00,21,153.1,0,48
634,아산,2025-10-24 16:00,19,168.1,0,53
634,아산,2025-10-24 17:00,19.2,135.2,0,54
634,아산,2025-10-24 18:00,17,131.4,0,63
634,아산,2025-10-24 19:00,15.6,110.9,0,71
634,아산,2025-10-24 20:00,15,0,0,79
634,아산,2025-10-24 21:00,13.3,193,0,88
634,아산,2025-10-24 22:00,11.9,215.9,0,92
634,아산,2025-10-24 23:00,12.5,194.5,0,88
634,아산,2025-10-25 0:00,12.4,149.8,0,90
634,아산,2025-10-25 1:00,12.3,172,0,95
634,아산,2025-10-25 2:00,11,209.6,0,95
634,아산,2025-10-25 3:00,11,212.4,0,97
634,아산,2025-10-25 4:00,11.5,169.8,0,96
634,아산,2025-10-25 5:00,11.4,181.7,0,96
634,아산,2025-10-25 6:00,11.3,242.5,0,96
634,아산,2025-10-25 7:00,11.6,206.6,0,96
634,아산,2025-10-25 8:00,12.1,198.1,0,95
634,아산,2025-10-25 9:00,13.8,219.5,0,89
634,아산,2025-10-25 10:00,16.2,311.7,0,78
634,아산,2025-10-25 11:00,16.8,309,0,68
634,아산,2025-10-25 12:00,16.9,319.5,0,62
634,아산,2025-10-25 13:00,17.2,317.1,0,58
634,아산,2025-10-25 14:00,17.5,209,0,59
634,아산,2025-10-25 15:00,17.7,282.2,0,50
634,아산,2025-10-25 16:00,16.9,289.5,0,50
634,아산,2025-10-25 17:00,15.2,292.3,0,50
634,아산,2025-10-25 18:00,13.7,310.6,0,61
634,아산,2025-10-25 19:00,12,157.6,0,73
634,아산,2025-10-25 20:00,12.1,163,0,69
